ts,dt,hr,connection_type,org_id,venue_id,device_serial,network_id,band,mac,infra_id,infra_category,ssid,bssid,connected,tx_duration,rx_duration,tx_bytes,rx_bytes,tx_packets,tx_failed,tx_retries,rx_packets,rssi_min,rssi_max,rssi_avg,ack_rssi_min,ack_rssi_max,ack_rssi_avg,tx_phyrate_min,tx_phyrate_max,tx_phyrate_avg,rx_phyrate_min,rx_phyrate_max,rx_phyrate_avg,tx_chwidth_min,tx_chwidth_max,rx_chwidth_min,rx_chwidth_max,port,vlan
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,48:8F:5A:2D:80:17,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet23,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,E4:9D:73:1C:0B:5C,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet1,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,18:B4:30:99:1B:90,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,E4:9D:73:62:09:6E,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet8,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,06:B6:BE:13:A1:8B,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,18:B4:30:E3:9B:00,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,92:3C:B3:BB:1C:5E,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,FC:45:C3:89:34:8C,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,60:7E:C9:66:75:AF,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,04:B6:BE:13:A1:8A,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,50:14:79:91:5E:9D,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,92:3C:B3:BB:1D:A9,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,D8:28:C9:9B:D8:1F,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet20,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,14:44:8F:1F:BE:0D,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet12,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,68:D7:9A:DF:31:F3,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,C8:69:CD:7A:BA:CF,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,90:3C:B3:BB:1D:A9,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,FC:45:C3:A8:07:7A,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,37,65,d077cebd62f8,,,C8:03:F5:33:01:E6,1256,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet9,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,50:DC:E7:D9:E0:F0,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet19,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,E8:31:CD:60:3D:DB,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet23,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,A8:80:55:7D:13:17,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,D0:77:CE:83:63:4D,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet6,1
2024-09-03 07:45:00,2024-09-03,7,wired,36,63,b46ad439c560,,,C8:69:CD:7D:9E:C4,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet12,1
2024-09-03 07:45:00,2024-09-03,7,wired,36,63,b46ad439c560,,,EA:5B:E6:00:F2:EC,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet18,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,34:3E:A4:4D:D3:30,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,B4:B0:24:3A:88:2C,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,E0:E2:E6:BF:58:30,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,F2:0B:CA:BA:F3:BF,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:50:00,2024-09-03,7,wired,37,65,d077cebd62f8,,,DC:AE:EB:28:17:60,1256,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet9,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,4A:0A:B9:19:87:CB,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,06:B6:BE:13:A1:8B,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,0C:DC:91:45:DA:BA,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,A6:2A:CE:7A:06:2A,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,37,65,d077cebd62f8,,,F0:18:98:EF:CF:96,1256,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet9,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,18:B4:30:99:14:4C,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet8,1
2024-09-03 07:45:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,3C:EC:EF:44:A0:8A,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet12,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,B4:B0:24:3A:93:24,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,00:E0:7C:C8:6C:39,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,F8:F0:05:AA:DB:A9,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet20,1
2024-09-03 07:50:00,2024-09-03,7,wired,37,65,d077cebd62f8,,,B0:73:9C:A1:4C:BB,1256,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet9,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,2C:AA:8E:BD:E1:AD,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet20,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,40:EE:DD:28:44:DD,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet23,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,297,b46ad437ef60,,,92:3C:B3:BB:1C:5E,2779,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,17,1264,d077cebd6518,,,00:E0:7C:C8:6C:39,121,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet0,1
2024-09-03 07:45:00,2024-09-03,7,wired,36,63,b46ad439c560,,,14:44:8F:1F:BF:2A,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:50:00,2024-09-03,7,wired,36,63,b46ad439c560,,,5C:60:BA:52:1F:78,1258,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet16,1
2024-09-03 07:50:00,2024-09-03,7,wired,5849,11682,5c17834a9ac0,,,E4:9D:73:62:09:6E,6083,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ethernet8,1
